sample	nil_id	pedigree
PN15_SID1401	Zv02803312	Zv.0280_P3_P3_P1.2.1.1
PN15_SID1402	Zv02803411	Zv.0280_P3_P4_P1.1.1.1
PN15_SID1403	Zv02803412	Zv.0280_P3_P4_P1.2.1.1
PN15_SID1404	Zv02803512	Zv.0280_P3_P5_P1.2.1.1
PN15_SID1405	Zv01003111	Zv.0100_P3_P1_P1.1.1.1
PN15_SID1406	Zv01003112	Zv.0100_P3_P1_P1.2.1.1
PN15_SID1407	Zv01003121	Zv.0100_P3_P1_P2.1.1.1
PN15_SID1408	Zv01003122	Zv.0100_P3_P1_P2.2.1.1
PN15_SID1409	Zv01003212	Zv.0100_P3_P2_P1.2.1.1
PN15_SID1410	Zv01003412	Zv.0100_P3_P4_P1.2.1.1
PN15_SID1411	Zv01003511	Zv.0100_P3_P5_P1.1.1.1
PN15_SID1412	Zv01003512	Zv.0100_P3_P5_P1.2.1.1
PN15_SID1413	Zv02702211	Zv.0270_P2_P2_P1.1.1.1
PN15_SID1414	Zv02702212	Zv.0270_P2_P2_P1.2.1.1
PN15_SID1415	Zv02702221	Zv.0270_P2_P2_P2.1.1.1
PN15_SID1416	Zv02702223	Zv.0270_P2_P2_P2.3.1.1
PN15_SID1417	Zv02702321	Zv.0270_P2_P3_P2.1.1.1
PN15_SID1418	Zv02702322	Zv.0270_P2_P3_P2.2.1.1
PN15_SID1419	Zv02702411	Zv.0270_P2_P4_P1.1.1.1
PN15_SID1420	Zv02702412	Zv.0270_P2_P4_P1.2.1.1
PN15_SID1421	Zv02702511	Zv.0270_P2_P5_P1.1.1.1
PN15_SID1422	Zv02702512	Zv.0270_P2_P5_P1.2.1.1
PN15_SID1423	Zv02702521	Zv.0270_P2_P5_P2.1.1.1
PN15_SID1424	Zv02702523	Zv.0270_P2_P5_P2.3.1.1
PN15_SID1425	Zv02402111	Zv.0240_P2_P1_P1.1.1.1
PN15_SID1426	Zv02402112	Zv.0240_P2_P1_P1.2.1.1
PN15_SID1427	Zv02402212	Zv.0240_P2_P2_P1.2.1.1
PN15_SID1428	Zv02402213	Zv.0240_P2_P2_P1.3.1.1
PN15_SID1429	Zv02402221	Zv.0240_P2_P2_P2.1.1.1
PN15_SID1430	Zv02402222	Zv.0240_P2_P2_P2.2.1.1
PN15_SID1431	Zv02402311	Zv.0240_P2_P3_P1.1.1.1
PN15_SID1432	Zv02402312	Zv.0240_P2_P3_P1.2.1.1
PN15_SID1433	Zv02402321	Zv.0240_P2_P3_P2.1.1.1
PN15_SID1434	Zv02402322	Zv.0240_P2_P3_P2.2.1.1
PN15_SID1435	Zv02402412	Zv.0240_P2_P4_P1.2.1.1
PN15_SID1436	Zv02402511	Zv.0240_P2_P5_P1.1.1.1
PN15_SID1437	Zv02402512	Zv.0240_P2_P5_P1.2.1.1
PN15_SID1438	Zv04904111	Zv.0490_P4_P1_P1.1.1.1
PN15_SID1439	Zv04904112	Zv.0490_P4_P1_P1.2.1.1
PN15_SID1440	Zv04904121	Zv.0490_P4_P1_P2.1.1.1
PN16_SID1441	Zv04904122	Zv.0490_P4_P1_P2.2.1.1
PN16_SID1442	Zv04904211	Zv.0490_P4_P2_P1.1.1.1
PN16_SID1443	Zv04904212	Zv.0490_P4_P2_P1.2.1.1
PN16_SID1444	Zv04904221	Zv.0490_P4_P2_P2.1.1.1
PN16_SID1445	Zv04904222	Zv.0490_P4_P2_P2.2.1.1
PN16_SID1446	Zv04904311	Zv.0490_P4_P3_P1.1.1.1
PN16_SID1447	Zv04904312	Zv.0490_P4_P3_P1.2.1.1
PN16_SID1448	Zv04904321	Zv.0490_P4_P3_P2.1.1.1
PN16_SID1449	Zv04904322	Zv.0490_P4_P3_P2.2.1.1
PN16_SID1450	Zv04904411	Zv.0490_P4_P4_P1.1.1.1
PN16_SID1451	Zv04904412	Zv.0490_P4_P4_P1.2.1.1
PN16_SID1452	Zv04904511	Zv.0490_P4_P5_P1.1.1.1
PN16_SID1453	Zv04904512	Zv.0490_P4_P5_P1.2.1.1
PN16_SID1454	Zv04802111	Zv.0480_P2_P1_P1.1.1.1
PN16_SID1455	Zv04802112	Zv.0480_P2_P1_P1.2.1.1
PN16_SID1456	Zv04802121	Zv.0480_P2_P1_P2.1.1.1
PN16_SID1457	Zv04802211	Zv.0480_P2_P2_P1.1.1.1
PN16_SID1458	Zv04802212	Zv.0480_P2_P2_P1.2.1.1
PN16_SID1459	Zv04802311	Zv.0480_P2_P3_P1.1.1.1
PN16_SID1460	Zv04802312	Zv.0480_P2_P3_P1.2.1.1
PN16_SID1461	Zv04802411	Zv.0480_P2_P4_P1.1.1.1
PN16_SID1462	Zv04802412	Zv.0480_P2_P4_P1.2.1.1
PN16_SID1463	Zv04802511	Zv.0480_P2_P5_P1.1.1.1
PN16_SID1464	Zv04803111	Zv.0480_P3_P1_P1.1.1.1
PN16_SID1465	Zv04803112	Zv.0480_P3_P1_P1.2.1.1
PN16_SID1466	Zv04803211	Zv.0480_P3_P2_P1.1.1.1
PN16_SID1467	Zv04803212	Zv.0480_P3_P2_P1.2.1.1
PN16_SID1468	Zv04803311	Zv.0480_P3_P3_P1.1.1.1
PN16_SID1469	Zv04803312	Zv.0480_P3_P3_P1.2.1.1
PN16_SID1470	Zv04803411	Zv.0480_P3_P4_P1.1.1.1
PN16_SID1471	Zv04803412	Zv.0480_P3_P4_P1.2.1.1
PN16_SID1472	Zv04803511	Zv.0480_P3_P5_P1.1.1.1
PN16_SID1473	Zv04803512	Zv.0480_P3_P5_P1.2.1.1
PN16_SID1474	Zv04702111	Zv.0470_P2_P1_P1.1.1.1
PN16_SID1475	Zv04702112	Zv.0470_P2_P1_P1.2.1.1
PN16_SID1476	Zv04702211	Zv.0470_P2_P2_P1.1.1.1
PN16_SID1477	Zv04702212	Zv.0470_P2_P2_P1.2.1.1
PN16_SID1478	Zv04702221	Zv.0470_P2_P2_P2.1.1.1
PN16_SID1479	Zv04702222	Zv.0470_P2_P2_P2.2.1.1
PN16_SID1480	Zv04702311	Zv.0470_P2_P3_P1.1.1.1
PN16_SID1481	Zv04702312	Zv.0470_P2_P3_P1.2.1.1
PN16_SID1482	Zv04702321	Zv.0470_P2_P3_P2.1.1.1
PN16_SID1483	Zv04702322	Zv.0470_P2_P3_P2.2.1.1
PN16_SID1484	Zv04702411	Zv.0470_P2_P4_P1.1.1.1
PN16_SID1485	Zv04702412	Zv.0470_P2_P4_P1.2.1.1
PN16_SID1487	Zv04702512	Zv.0470_P2_P5_P1.2.1.1
PN16_SID1488	Zv01504111	Zv.0150_P4_P1_P1.1.1.1
PN16_SID1489	Zv01504112	Zv.0150_P4_P1_P1.2.1.1
PN16_SID1490	Zv01504411	Zv.0150_P4_P4_P1.1.1.1
PN16_SID1491	Zv01504412	Zv.0150_P4_P4_P1.2.1.1
PN16_SID1492	Zv01504421	Zv.0150_P4_P4_P2.1.1.1
PN16_SID1493	Zv01504422	Zv.0150_P4_P4_P2.2.1.1
PN16_SID1494	Zv01504511	Zv.0150_P4_P5_P1.1.1.1
PN16_SID1495	Zv01504512	Zv.0150_P4_P5_P1.2.1.1
PN16_SID1496	Zv01504521	Zv.0150_P4_P5_P2.1.1.1
PN16_SID1497	Zv01504522	Zv.0150_P4_P5_P2.2.1.1
PN16_SID1498	Zv02502112	Zv.0250_P2_P1_P1.2.1.1
PN16_SID1499	Zv02502311	Zv.0250_P2_P3_P1.1.1.1
PN16_SID1500	Zv02502312	Zv.0250_P2_P3_P1.2.1.1
PN16_SID1501	Zv02502512	Zv.0250_P2_P5_P1.2.1.1
PN16_SID1502	Zv02502513	Zv.0250_P2_P5_P1.3.1.1
PN16_SID1503	Zv02503111	Zv.0250_P3_P1_P1.1.1.1
PN16_SID1504	Zv02503112	Zv.0250_P3_P1_P1.2.1.1
PN16_SID1505	Zv02503213	Zv.0250_P3_P2_P1.3.1.1
PN16_SID1506	Zv02503312	Zv.0250_P3_P3_P1.2.1.1
PN16_SID1507	Zv02503412	Zv.0250_P3_P4_P1.2.1.1
PN16_SID1508	Zv02503512	Zv.0250_P3_P5_P1.2.1.1
PN16_SID1509	Zx05202211	Zx.0520_P2_P2_P1.1.1.1
PN16_SID1510	Zx05202212	Zx.0520_P2_P2_P1.2.1.1
PN16_SID1511	Zx05202311	Zx.0520_P2_P3_P1.1.1.1
PN16_SID1512	Zx05202312	Zx.0520_P2_P3_P1.2.1.1
PN16_SID1513	Zx05202411	Zx.0520_P2_P4_P1.1.1.1
PN16_SID1514	Zx05202412	Zx.0520_P2_P4_P1.2.1.1
PN16_SID1515	Zx05202512	Zx.0520_P2_P5_P1.2.1.1
PN16_SID1516	Zx05204111	Zx.0520_P4_P1_P1.1.1.1
PN16_SID1517	Zx05204112	Zx.0520_P4_P1_P1.2.1.1
PN16_SID1518	Zx05204211	Zx.0520_P4_P2_P1.1.1.1
PN16_SID1519	Zx05204212	Zx.0520_P4_P2_P1.2.1.1
PN16_SID1520	Zx05204231	Zx.0520_P4_P2_P3.1.1.1
PN16_SID1521	Zx05204232	Zx.0520_P4_P2_P3.2.1.1
PN16_SID1522	Zx04904211	Zx.0490_P4_P2_P1.1.1.1
PN16_SID1523	Zx04904212	Zx.0490_P4_P2_P1.2.1.1
PN16_SID1524	Zx04904311	Zx.0490_P4_P3_P1.1.1.1
PN16_SID1525	Zx04904312	Zx.0490_P4_P3_P1.2.1.1
PN16_SID1526	Zx04904411	Zx.0490_P4_P4_P1.1.1.1
PN16_SID1527	Zx04904412	Zx.0490_P4_P4_P1.2.1.1
PN16_SID1528	Zx04904511	Zx.0490_P4_P5_P1.1.1.1
PN16_SID1529	Zx04904512	Zx.0490_P4_P5_P1.2.1.1
PN16_SID1530	Zx03602112	Zx.0360_P2_P1_P1.2.1.1
PN16_SID1531	Zx03602212	Zx.0360_P2_P2_P1.2.1.1
PN16_SID1532	Zx03602213	Zx.0360_P2_P2_P1.3.1.1
PN16_SID1533	Zx03602312	Zx.0360_P2_P3_P1.2.1.1
PN16_SID1534	Zx03602411	Zx.0360_P2_P4_P1.1.1.1
PN16_SID1535	Zx03602512	Zx.0360_P2_P5_P1.2.1.1
PN16_SID1536	Zx05101113	Zx.0510_P1_P1_P1.3.1.1
PN17_SID1537	Zx05101122	Zx.0510_P1_P1_P2.2.1.1
PN17_SID1538	Zx05101211	Zx.0510_P1_P2_P1.1.1.1
PN17_SID1539	Zx05101212	Zx.0510_P1_P2_P1.2.1.1
PN17_SID1540	Zx05101221	Zx.0510_P1_P2_P2.1.1.1
PN17_SID1541	Zx05101312	Zx.0510_P1_P3_P1.2.1.1
PN17_SID1542	Zx05101321	Zx.0510_P1_P3_P2.1.1.1
PN17_SID1543	Zx05101322	Zx.0510_P1_P3_P2.2.1.1
PN17_SID1544	Zx05101412	Zx.0510_P1_P4_P1.2.1.1
PN17_SID1545	Zx05101511	Zx.0510_P1_P5_P1.1.1.1
PN17_SID1546	Zx05101512	Zx.0510_P1_P5_P1.2.1.1
PN17_SID1547	Zx04702111	Zx.0470_P2_P1_P1.1.1.1
PN17_SID1548	Zx04702112	Zx.0470_P2_P1_P1.2.1.1
PN17_SID1549	Zx04702121	Zx.0470_P2_P1_P2.1.1.1
PN17_SID1550	Zx04702122	Zx.0470_P2_P1_P2.2.1.1
PN17_SID1551	Zx04702211	Zx.0470_P2_P2_P1.1.1.1
PN17_SID1552	Zx04702212	Zx.0470_P2_P2_P1.2.1.1
PN17_SID1553	Zx04702311	Zx.0470_P2_P3_P1.1.1.1
PN17_SID1554	Zx04702312	Zx.0470_P2_P3_P1.2.1.1
PN17_SID1555	Zx04702322	Zx.0470_P2_P3_P2.2.1.1
PN17_SID1556	Zx04702411	Zx.0470_P2_P4_P1.1.1.1
PN17_SID1557	Zx04702412	Zx.0470_P2_P4_P1.2.1.1
PN17_SID1558	Zx04702421	Zx.0470_P2_P4_P2.1.1.1
PN17_SID1559	Zx04702422	Zx.0470_P2_P4_P2.2.1.1
PN17_SID1560	Zx03501111	Zx.0350_P1_P1_P1.1.1.1
PN17_SID1561	Zx03501112	Zx.0350_P1_P1_P1.2.1.1
PN17_SID1562	Zx03501122	Zx.0350_P1_P1_P2.2.1.1
PN17_SID1563	Zx03501211	Zx.0350_P1_P2_P1.1.1.1
PN17_SID1564	Zx03501212	Zx.0350_P1_P2_P1.2.1.1
PN17_SID1565	Zx03501221	Zx.0350_P1_P2_P2.1.1.1
PN17_SID1566	Zx03501222	Zx.0350_P1_P2_P2.2.1.1
PN17_SID1567	Zx03501312	Zx.0350_P1_P3_P1.2.1.1
PN17_SID1568	Zx03501321	Zx.0350_P1_P3_P2.1.1.1
PN17_SID1569	Zx03501322	Zx.0350_P1_P3_P2.2.1.1
PN17_SID1570	Zx03501411	Zx.0350_P1_P4_P1.1.1.1
PN17_SID1571	Zx03501422	Zx.0350_P1_P4_P2.2.1.1
PN17_SID1572	Zx03802112	Zx.0380_P2_P1_P1.2.1.1
PN17_SID1573	Zx03802212	Zx.0380_P2_P2_P1.2.1.1
PN17_SID1575	Zx03802222	Zx.0380_P2_P2_P2.2.1.1
PN17_SID1576	Zx03802223	Zx.0380_P2_P2_P2.3.1.1
PN17_SID1577	Zx03802411	Zx.0380_P2_P4_P1.1.1.1
PN17_SID1578	Zx03802421	Zx.0380_P2_P4_P2.1.1.1
PN17_SID1579	Zx03802422	Zx.0380_P2_P4_P2.2.1.1
PN17_SID1580	Zx03802511	Zx.0380_P2_P5_P1.1.1.1
PN17_SID1581	Zx03802512	Zx.0380_P2_P5_P1.2.1.1
PN17_SID1582	Zx03802521	Zx.0380_P2_P5_P2.1.1.1
PN17_SID1583	Zx04501211	Zx.0450_P1_P2_P1.1.1.1
PN17_SID1584	Zx04501212	Zx.0450_P1_P2_P1.2.1.1
PN17_SID1585	Zx04501221	Zx.0450_P1_P2_P2.1.1.1
PN17_SID1586	Zx04501222	Zx.0450_P1_P2_P2.2.1.1
PN17_SID1587	Zx04501412	Zx.0450_P1_P4_P1.2.1.1
PN17_SID1588	Zx04501511	Zx.0450_P1_P5_P1.1.1.1
PN17_SID1589	Zx04501521	Zx.0450_P1_P5_P2.1.1.1
PN17_SID1590	Zx04501522	Zx.0450_P1_P5_P2.2.1.1
PN17_SID1591	Zx04001121	Zx.0400_P1_P1_P2.1.1.1
PN17_SID1592	Zx04001123	Zx.0400_P1_P1_P2.3.1.1
PN17_SID1593	Zx04001211	Zx.0400_P1_P2_P1.1.1.1
PN17_SID1594	Zx04001212	Zx.0400_P1_P2_P1.2.1.1
PN17_SID1595	Zx04001221	Zx.0400_P1_P2_P2.1.1.1
PN17_SID1596	Zx04001312	Zx.0400_P1_P3_P1.2.1.1
PN17_SID1597	Zx04001411	Zx.0400_P1_P4_P1.1.1.1
PN17_SID1598	Zx04001413	Zx.0400_P1_P4_P1.3.1.1
PN17_SID1599	Zx04001421	Zx.0400_P1_P4_P2.1.1.1
PN17_SID1600	Zx04001422	Zx.0400_P1_P4_P2.2.1.1
PN17_SID1601	Zx04001521	Zx.0400_P1_P5_P2.1.1.1
PN17_SID1602	Zx04303113	Zx.0430_P3_P1_P1.3.1.1
PN17_SID1603	Zx04303212	Zx.0430_P3_P2_P1.2.1.1
PN17_SID1604	Zx04303311	Zx.0430_P3_P3_P1.1.1.1
PN17_SID1605	Zx04303313	Zx.0430_P3_P3_P1.3.1.1
PN17_SID1606	Zx04303411	Zx.0430_P3_P4_P1.1.1.1
PN17_SID1607	Zx04303412	Zx.0430_P3_P4_P1.2.1.1
PN17_SID1608	Zx04301113	Zx.0430_P1_P1_P1.3.1.1
PN17_SID1609	Zx04301211	Zx.0430_P1_P2_P1.1.1.1
PN17_SID1610	Zx04301212	Zx.0430_P1_P2_P1.2.1.1
PN17_SID1611	Zx04301311	Zx.0430_P1_P3_P1.1.1.1
PN17_SID1612	Zx04301312	Zx.0430_P1_P3_P1.2.1.1
PN17_SID1613	Zx04301411	Zx.0430_P1_P4_P1.1.1.1
PN17_SID1614	Zx04301511	Zx.0430_P1_P5_P1.1.1.1
PN17_SID1615	Zx04301512	Zx.0430_P1_P5_P1.2.1.1
PN17_SID1616	Zx03902111	Zx.0390_P2_P1_P1.1.1.1
PN17_SID1617	Zx03902112	Zx.0390_P2_P1_P1.2.1.1
PN17_SID1618	Zx03902121	Zx.0390_P2_P1_P2.1.1.1
PN17_SID1619	Zx03902123	Zx.0390_P2_P1_P2.3.1.1
PN17_SID1620	Zx03902211	Zx.0390_P2_P2_P1.1.1.1
PN17_SID1621	Zx03902221	Zx.0390_P2_P2_P2.1.1.1
PN17_SID1622	Zx03902223	Zx.0390_P2_P2_P2.3.1.1
PN17_SID1623	Zx03902311	Zx.0390_P2_P3_P1.1.1.1
PN17_SID1624	Zx03902322	Zx.0390_P2_P3_P2.2.1.1
PN17_SID1625	Zx03902411	Zx.0390_P2_P4_P1.1.1.1
PN17_SID1626	Zx04802211	Zx.0480_P2_P2_P1.1.1.1
PN17_SID1627	Zx04802512	Zx.0480_P2_P5_P1.2.1.1
PN17_SID1628	Zx04801122	Zx.0480_P1_P1_P2.2.1.1
PN17_SID1629	Zx04801511	Zx.0480_P1_P5_P1.1.1.1
PN17_SID1630	Zx04801321	Zx.0480_P1_P3_P2.1.1.1
PN17_SID1631	Zx04801322	Zx.0480_P1_P3_P2.2.1.1
PN17_SID1632	Zx04801522	Zx.0480_P1_P5_P2.2.1.1
PN18_SID1633	Zx04102114	Zx.0410_P2_P1_P1.4.1.1
PN18_SID1634	Zx04102124	Zx.0410_P2_P1_P2.4.1.1
PN18_SID1635	Zx04102414	Zx.0410_P2_P4_P1.4.1.1
PN18_SID1636	Zx03702514	Zx.0370_P2_P5_P1.4.1.1
PN18_SID1637	Zx01004214	Zx.0100_P4_P2_P1.4.1.1
PN18_SID1638	Zx00104213	Zx.0010_P4_P2_P1.3.1.1
PN18_SID1639	Zx02202313	Zx.0220_P2_P3_P1.3.1.1
PN18_SID1640	Zx02202514	Zx.0220_P2_P5_P1.4.1.1
PN18_SID1641	Zx00801214	Zx.0080_P1_P2_P1.4.1.1
PN18_SID1642	Zx00801314	Zx.0080_P1_P3_P1.4.1.1
PN18_SID1644	Zx01602523	Zx.0160_P2_P5_P2.3.1.1
PN18_SID1645	Zx03402113	Zx.0340_P2_P1_P1.3.1.1
PN18_SID1646	Zx03402124	Zx.0340_P2_P1_P2.4.1.1
PN18_SID1647	Zx03402224	Zx.0340_P2_P2_P2.4.1.1
PN10_SID893	B73_check	B73 control
